,Unnamed: 0,SL.NO.,S_ID,Department,GENDER (M/F),AGE,X Exam,X Board,X School,X Subjects,X Medium,X YOP,X Percentage,X Actual Percentage,X Marks Obtained,X Total Marks,XII Exam,XII Board,XII School,XII Subjects,XII Medium,XII YOP,XII Std Percent,XII Actual Percent,XII Marks Obtained,XII Total Marks,Diploma Stream,Dip Uni/Board/Council,Dip Institute,Dip Medium,Dip YOP,Dip Aggregate Marks %,Permanent Loc State,Entrance Exam,Clg Year of Entry,Clg Year of Passing,Sem1,Sem2,Sem3,Sem4,Sem5,Sem Avg,Backlog Count
358,359,360,1410903143.0,ECE,M,22,INDIAN SCHOOL CERTIFICATE EXAMINATION,ICSE,VIVEKANANDA MISSION SCHOOL,"ENGLISH(1ST PAPER,2ND PAPER), BENGALI, MATHEMATICS, SCIENCE(PHYSICS, CHEMISTRY, BIOLOGY), HISTORY, CIVICS, GEOGRAPHY, ENVIRONMENTAL EDUCATION, ART.",ENGLISH,2010.0,78.6,77.5,393,500,,,,,,,,,,,ETC,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,JNAN CHANDRA GHOSH POLYTECHNIC,ENGLISH,2014,71.3,WEST BENGAL,JELET,2014.0,,,,4.24,4.65,6.64,5.176666666666667,
359,360,361,1310903043.0,ECE,F,21,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,TARASUNDARI BALIKA VIDYABHABAN,"FIRST LANGUAGE(1ST PAPER), FIRST LANGUAGE(2ND PAPER), SECOND LANGUAGE, MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY , GEOGRAPHY.",BENGALI,2011.0,81.37,81.37,651,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,TARASUNDARI BALIKA VIDYABHAVAN,"BENGALI, ENGLISH , CHEMISTRY, MATHEMATICS, PHYSICS, BIOLOGY, ENVIRONMENT.",BENGALI,2013.0,75.8,76.0,532,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.67,8.66,8.03,8.5,9.15,8.402,7.0
360,361,362,1310903375.0,ECE,F,22,AISSE,CBSE,ST. KAREN'S SECONDARY SCOOL,"ENGLISH COMM., HINDI COURSE-B, MATHEMATICS, SCIENCE, SOCIAL SCIENCE, INTRODUCTORY IT",ENGLISH,2010.0,93.1,91.2,551,570,AISSCE,CBSE,D.A.V. PUBLIC SCHOOL B.S.E.B. COLONY,"ENGLISH CORE, MATHEMATICS, PHYSICS,CHEMISTRY,PHYSICAL EDUCATION",ENGLISH,2012.0,79.2,79.2,396,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.96,7.48,7.93,7.88,8.46,7.942,
361,362,363,1310903073.0,ECE,M,21,ICSE,CISCE,MAHARISHI VIDYA MANDIR,"ENGLISH, BENGALI, ENVIRONMENTAL EDUCATION, HISTORY CIVICS&GEOGRAPHY, MATHEMATICS, SCIENCE(PHYSICS,CHEMISTRY,BIOLOGY), COMPUTER APPLICATION",ENGLISH,2011.0,91,88,616,700,ISC,CISCE,THE FUTURE FOUNDATION SCHOOL,"ENGLISH,BENGALI, MATHEMATICS, PHYSICS, CHEMISTRY, COMPUTER SCIENCE",ENGLISH,2013.0,89.5,86.83,521,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.19,8.66,8.62,8.77,8.77,8.601999999999999,
362,363,364,1410903134.0,ECE,M,25,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,BERHAMPORE JAGANNATH ACADEMY,"BENGALI (1ST PAPER),BENGALI (2ND PAPER),ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,WORK EDUCATION",BENGALI,2008.0,66.5,63.44,571,900,,,,,,,,,,,E.T.C.E,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,RAJMATI PARICHAND BOTHRA MEMORIAL JIAGAUNJ COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGLISH,2014,80.3,WEST BENGAL,JELET,2014.0,2017.0,,,6.66,6.73,7.31,6.9,
363,364,365,1310903086.0,ECE,M,21,ICSE,CISCE,HOLY CHILD SCHOOL,"ENGLISH,BENGALI,ENVIRONMENTAL EDUCATION, HISTORY CIVICS AND GEOGRAPHY, MATHEMATICS, SCIENCE,COMPUTER APPLICATION ",ENGLISH,2011.0,92.4,90.85,636,700,ISC,CISCE,HOLY CHILD SCHOOL,"ENGLISH,MATHEMATICS, PHYSICS,CHEMISTRY, COMPUTER SCIENCE ",ENGLISH,2013.0,90.25,85.4,427,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.11,7.72,7.86,7.81,8.19,7.737999999999999,
364,365,366,1310903088.0,ECE,M,21,MADHYAMIK,WEST BENGAL BOARD OF SECONDARY EDUCATION,BALLYGUNGE GOVERNMENT HIGH SCHOOL,"BENGALI,ENGLISH,HISTORY, GEOGRAPHY,PHYSICAL SCIENCE,LIFE SCIENCE",BENGALI,2011.0,86.88,86.88,695,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,BALLYGUNGE GOVERNMENT HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL SCIENCE",BENGALI,2013.0,84.8,83.0,581,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.37,7.41,8.31,6.85,8.15,7.818,
365,366,367,1310903085.0,ECE,F,21,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,CARMEL HIGH SCHOOL,"HINDI (1st LANG ),ENGLISH(2nd LANG), MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY,GEOGRAPHY.",ENGLISH,2010.0,75.56,75.56,605,800, HIGHER SECONDARY EXAMINATION,WEST  BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION.,CARMEL HIGH SCHOOL,"HINDI,ENGLISH,CHEMISTRY,MATHS,PHYSICS,STATISTICS,ENVIRONMENT.",ENGLISH,2012.0,68.5,70.4,493,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.41,7.69,8.69,8.27,8.65,8.342,1.0
366,367,368,1310903062.0,ECE,M,21,MADHYAMIK PARIKHSHA,WBBSE,SOUTH POINT HIGH SCHOOL,"1ST LANGUAGE(BENGALI),2ND LANGUAGE(ENGLISH),MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY",ENGLISH,2011.0,89.37,89.37,715,800,HIGHER SECONDARY EXAMINATION,WBCHSE,SOUTH POINT HIGH SCHOOL,"ENGLISH,BENGALI,MATHEMATICS,PHYSICS, CHEMISTRY, COMPUTER SCIENCE, ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,79.4,79.14,554,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.37,7.69,8.62,7.81,8.85,8.068,
367,368,369,1310903017.0,ECE,F,20,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EXAMINATION,RAGHUNATHPUR GIRLS HIGH SCHOOL,"FIRST LANGUAGE-(1ST PAPER), FIRST LANGUAGE-(2ND PAPER), SECOND LANGUAGE,MATHEMATICS,PHYSICAL SCIENCE, LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,83.75,83.75,670,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EXAMINATION,RAGHUNATHPUR HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL EDUCATION",BENGALI,2013.0,76.8,76.0,384,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.89,7.93,7.62,7.69,8.54,7.934,
368,369,370,1410903142.0,ECE,M,23,MADHYAMIK,WBBSE,JENKINS SCHOOL,"BENGALI(1st PAPER ,2nd PAPER),ENGLISH, MATHEMATICS ,PHYSICAL SCIENCE ,LIFE SCIENCE ,GEOGRAPHY ,HISTORY ",BENGALI,2009.0,78.12,78.12,631,800,,,,,,,,,,,ELECTRONICS & TELECOMMUNICATIONS ENGINEERING ,WBSCTE,JALPAIGURI POLYTECHNIC INSTITUTE ,ENGLISH,2014,81,WEST BENGAL,JELET,2014.0,2017.0,,,6.62,6.19,7.88,6.896666666666667,
369,370,371,1310903026.0,ECE,M,21,INDIAN CERTIFICATE OF SECONDARY EDUCATION EXAMINATION,ICSE,ST.VINCENT'S HIGH AND TECHNICAL SCHOOL,"1.ENGLISH 2.BENGALI 3.ENVIRONMENTAL EDUCATION 4.HISTORY,CIVICS & GEOGRAPHY 5.MATHEMATICS 6.SCIENCE 7.COMPUTER",ENGLISH,2011.0,83.4,80.43,563,700,INDIAN SCHOOL CERTIFICATE EXAMINATION,ISC,ST.PATRICK'S HIGHER SECONDARY SCHOOL,1.ENGLISH 2.MATHEMATICS 3.PHYSICS 4.CHEMISTRY 5.BIOLOGY,ENGLISH,2013.0,71.25,66.66,333,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.96,7.0,6.86,7.19,8.08,7.218000000000001,1.0
370,371,372,1310903061.0,ECE,M,21,INDIAN CERTIFICATE OF SECONDARY EDUCATION,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,VIVEKANANDA MISSION SCHOOL,"ENGLISH,BENGALI,ENVIRONMENTAL EDUCATION,HISTORY,CIVICS,GEOGRAPHY,MATHEMATICS,SCIENCE,COMPUTER APPLICATIONS",ENGLISH,2011.0,88.4,85.57,599,700,INDIAN SCHOOL CERTIFICATE,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS,VIVEKANANDA MISSION SCHOOL,"ENGLISH,BENGALI,MATHEMATICS,PHYSICS,CHEMISTRY",ENGLISH,2013.0,87.25,85.0,425,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.15,7.48,6.97,7.42,8.54,7.512,
371,372,373,1310903045.0,ECE,M,21,MADHYAMIK,WEST BENGAL BOARD OF SECONDARY EDUCATION,MIDNAPORE COLLEGIATE SCHOOL,BENGALI 1 - BENGALI 2 - ENGLISH - MATHEMATICS - PHYSICAL SCIENCE - LIFE SCIENCE - HISTORY - GEOGRAPHY,BENGALI,2010.0,78.5,78.5,628,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,MIDNAPORE COLLEGIATE SCHOOL,BENGALI - ENGLISH - PHYSICS - CHEMISTRY - BIOLOGY - MATHEMATICS - ENVIRONMENT,BENGALI,2012.0,69.6,68.43,479,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.7,7.24,7.34,7.35,8.15,7.556,
372,373,374,1310903382.0,ECE,M,20,ICSE,CISCE,EAST WEST MODEL SCHOOL,"1)ENGLISH,2)BENGALI,3)ENVIRONMENTAL EDUCATION,4)HISTORY,CIVICS & GEOGRAPHY,5)MATHEMATICS,6)SCIENCE,7)COMPUTER APPLICATIONS",ENGLISH,2011.0,86.8,85.42,598,700,ISC,CISCE,EAST WEST MODEL SCHOOL,"1)ENGLISH,2)MATHEMATICS,3)PHYSICS,4)CHEMISTRY,5)COMPUTER SCIENCE,6)ENVIRONMENTAL SCIENCE",ENGLISH,2013.0,89.0,85.16,511,600.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.41,8.0,8.24,7.77,8.23,7.93,
373,374,375,1310903095.0,ECE,M,21,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,HINDU SCHOOL,"MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,BENGALI, ENGLISH",BENGALI,2011.0,81.12,81.12,649,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,HINDU SCHOOL,"MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY,BENGAL,ENGLISH",BENGALI,2013.0,74.2,74.57,522,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.93,8.66,8.66,8.88,8.85,8.596,
374,375,376,1310903035.0,ECE,M,21,MADHYAMIK,WBBSE,CHUAMOSINA HIGH SCHOOL,"BENGALI , ENGLISH, HISTORY, GEOGRAPHY, LIFE SCIENCE, PHYSICAL SCIENCE, MATHEMATICS",BENGALI,2010.0,84.87,85,765,800,HIGHER SECONDERY,WBCHSE,BISHNUPUR HIGH SCHOOL,"BENGALI, ENGLISH ,CHEMISTRY,PHYSICS, MATHEMATICS, ENVIRONMENT, COMPUTER SCIENCE ",BENGALI,2012.0,76.2,76.0,532,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.96,7.31,7.24,6.96,7.63,7.220000000000001,
375,376,377,1410903132.0,ECE,F,22,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,DULALPUR KSHIROD CHANDRA GIRLS SCHOOL,"1. BENGALI,2. ENGLISH,3. MATHEMATICS,4. PHYSICAL SCIENCE,5. LIFE SCIENCE,6. HISTORY,7.  GEOGRAPHY",BENGALI,2008.0,64.75,64.75,518,800,,,,,,,,,,,ELECTRONICS & TELECOMMUNICATION ENGINEERING,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,R.P.B.M. JIAGANJ COLLEGE OF ENGINEERING &TECHNOLOGY,ENGLISH,2014,85.6,WEST BENGAL,JELET,2014.0,2017.0,,,7.1,6.38,7.04,6.84,
376,377,378,1310903022.0,ECE,M,21,MADHYAMIK,WBBSE,KUMARHAT HIGH SCHOOL,"BENGALI,ENGLISH,HISTORY,GEOGRAPHY,PHYSICAL SCIENCE,LIFE SCIENCE,MATHEMATICS",BENGALI,2010.0,79.37,79.37,635,800,HIGHER SECONDARY,WBCHSE,NANDANPUR RUPCHAND ACADEMY,"BENGALI,ENGLISH,PHYSICS,CHEMISTY,MATHEMATICS,BIOLOGY,ENVERMENTAL SCIENCE",BENGALI,2012.0,79.0,76.42,535,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.81,8.03,7.76,7.0,7.88,7.696000000000001,
377,378,379,1410903137.0,ECE,F,23,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,UTTAR DUM DUM VIDYAPITH FOR GIRLS,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,WORK EDUCATION",BENGALI,2009.0,60,60.66,546,900,,,,,,,,,,,ETCE,WEST BENGAL STATE COUNCIL OF TECHICAL EDUCATION,KINGSON POLYTECHNIC COLLEGE,ENGLISH,2014,79.4,WEST BENGAL,JELET,2014.0,2017.0,,,6.97,7.0,7.23,7.066666666666666,
378,379,380,1310903038.0,ECE,M,21,MADHYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,THE SCOTTISH CHURCH COLLEGIATE SCHOOL,"BENGALI(1ST LANGUAGE),ENGLISH(2ND LANGUAGE),MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",ENGLISH,2011.0,79.5,79.5,636,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,THE SCOTTISH CHURCH COLLEGIATE SCHOOL,"BENGALI(1ST LANGUAGE), ENGLISH(2ND LANGUAGE), CHEMISTRY, MATHS, PHYSICS, STATISTICS, ENVIROMENTAL EDUCATION",ENGLISH,2013.0,77.8,79.8,559,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.63,8.9,9.03,8.88,8.81,8.850000000000001,
379,380,381,1310903040.0,ECE,M,21,MADHYAMIK PRRIKSHA(SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,KASEMNAGAR NAWAB ABDUL JABBER HIGH SCHOOL,"BENGALI 1ST PAPER(FIRST LANGUAGE),BENGALI 2ND PAPER(FIRST LANGUAGE),ENGLISH(SECOND LANGUAGE),MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY  ",BENGALI,2011.0,86.375,86.375,691,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,BURDWAN C M S HIGH SCHOOL,"BENGALI(A),ENGLISH(B),CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGICAL SCIENCE,ENVIRONMENTAL EDUCATION",BENGALI,2013.0,73.8,71.286,499,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.59,6.76,7.86,7.69,7.96,7.572,
380,381,382,1310903065.0,ECE,M,21,SECONDARY SCHOOL EXAMINATION(SESSION : 2009-11),CENTRAL BOARD OF SECONDARY EDUCATION(CBSE),"APEEJAY SCHOOL,KOLKATA",1.ENGLISH COMMUNICATIVE 2.HINDI COURSE-A 3.MATHEMATICS 4.SCIENCE 5.SOCIAL SCIENCE,ENGLISH,2011.0,91.2,91.2,456,500,"SENIOR SCHOOL CERTIFICATE EXAMINATION,2013",CENTRAL BOARD OF SECONDARY EDUCATION(CBSE),"APEEJAY SCHOOL,KOLKATA",1.ENGLISH CORE 2.MATHEMATICS 3.PHYSICS 4.CHEMISTRY 5.BIOLOGY,ENGLISH,2013.0,90.6,90.6,453,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.63,8.31,8.79,8.58,8.69,8.6,
381,382,383,1310903023.0,ECE,M,20,MADHYAMIK PARIKSHA (SECONDARY EXAMINATION),WEST BENGAL BOARD OF SECONDARY EDUCATION,GARDEN REACH MUDIALI HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY",BENGALI,2011.0,86.37,86.37,691,800,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,GARDEN REACH MUDIALI HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,BIOLOGY,ENVIRONMENTAL SCIENCE",BENGALI,2013.0,82.4,76.86,538,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.04,7.83,8,7.58,8.35,7.760000000000001,
382,383,384,1310903078.0,ECE,M,21,MADHYAMIK,WEST BENGAL BOARD OF SECONDARY EDUCATION,LA MATERNELLE HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,BIOLOGY",ENGLISH,2011.0,75,75,623,900,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,NAKTALA HIGH SCHOOL,"BENGALI,ENGLISH,CHEMISTRY,MATHEMATICS,PHYSICS,COMPUTER SCIENCE",ENGLISH,2013.0,58.0,57.4,402,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,6.67,6.9,7.52,6.85,6.88,6.964,
383,384,385,1310903105.0,ECE,M,21,SECONDARY SCHOOL EXAMINATION,BSEB,GURUSHARAN H S BELSAND,"HINDI,SANSKRIT,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",HINDI,2009.0,77.4,77.4,387,500,INTERMEDIATE EXAMINATION,BSEB,L.S COLLEGE,"PHYSICS,CHEMISTRY,MATHEMATICS,ENGLISH,R B NON-HINDI,ALTERNATIVE ENGLISH",ENGLISH,2011.0,66.2,66.2,331,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,7.56,6.93,7.03,6.45,7.31,7.056,1.0
384,385,386,1410903138.0,ECE,M,23,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,NABADWIP BAKULTALA HIGH SCHOOL,"BENGALI 1ST PAPER, BENGALI 2ND PAPER, ENGLISH, MATHEMATICS, HISTORY, GEOGRAPHY, LIFE SCIENCE, PHYSICAL SCIENCE, WORK EDUCATION",BENGALI ,2009.0,61,61,487,800,HIGHER SECONDARY EDUCATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,KABI VIJOYLAL HS INSTITUTE,"BENGALI, ENGLISH,ACCOUNTANCY,BUSINESS ORGANISATION AND MANAGEMENT, ECONOMIC GEOGRAPHY, ENVIRONMENTAL EDUCATION",BENGALI ,2011.0,54.0,54.0,270,500.0,ELECTRONICS & TELECOMMUNICATION ENGINEERING,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,SAROJ MOHAN INSTITUTE OF TECHNOLOGY,ENGLISH MEDIUM,2014,74,WEST BENGAL,JELET,2014.0,2017.0,,,5.97,5.88,7.31,6.386666666666667,1.0
385,386,387,1310903389.0,ECE,M,21,ALL INDIA SECONDARY SCHOOL EXAMINATION,CENTRAL BOARD OF SECONDARY EXAMINATION (CBSE),"JAWAHAR VIDYA MANDIR, SHYAMALI, RANCHI","ENGLISH COMM., HINDI COUSRE-A, MATHEMATICS, SCIENCE, SOCIAL SCIENCE",ENGLISH,2011.0,91.2,91.2,456,500,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION (CBSE),"JAWAHAR VIDYA MANDIR, SHYAMALI, RANCHI","ENGLISH CORE, MATHEMATICS, PHYSICS, CHEMISTRY, INFORMATION PRACTICES",ENGLISH,2013.0,88.0,88.0,440,500.0,,,,,,,JHARKHAND,DE-CENTRALISED ADMISSION,2013.0,2017.0,8.19,8.28,8.24,7.81,8.85,8.274000000000001,1.0
386,387,388,1410903136.0,ECE,M,23,MADHYAMIK,WBBSE,JADAVPUR HIGH SCHOOL,"BENGALI(1ST PAPER),BENGALI(2ND PAPER),ENGLISH,MATHEMATICS,PHYSICAL SCIENCE,LIFE SCIENCE,HISTORY,GEOGRAPHY,ADDITIONAL",BENGALI,2008.0,71.75,77.75,622,800,HIGHER SECONDERY,WBCHSE,JADAVPUR HIGH SCHOOL,"BENGALI,ENGLISH,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY",ENGLISH,2010.0,57.86,60.8,405,700.0,DETC,WEST BENGAL STATE COUNCIL OF TECHNICAL EDUCATION,ENGINEERING INSTITUTE FOR JUNIOR EXECUTIVES,ENGLISH,2014,74.4,WEST BENGAL,JELET,2014.0,2017.0,,,6,7.19,6.88,6.69,
387,388,389,1310903010.0,ECE,F,21,SECONDARY EXAMINATION,WEST BENGAL BOARD OF SECONDARY EDUCATION,JADAVPUR SAMMILITA UDBASTU BALIKA VIDYALAYA,"FIRST LANGUAGE ( BENGALI 1ST PAPER ), FIRST LANGUAGE ( BENGALI 2ND PAPER ), SECOND LANGUAGE ( ENGLISH ), MATHEMATICS, PHYSICAL SCIENCE, LIFE SCIENCE, HISTORY, GEOGRAPHY, OPTIONAL ELECTIVE ( COMPUTER APPLICATION )",BENGALI,2011.0,80.125,78,702,900,HIGHER SECONDARY EXAMINATION,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,JADAVPUR SAMMILITA BALIKA VIDYALAYA,"BENGALI(A), ENGLISH(B), PHYSICS, CHEMISTRY, MATHEMATICS, BIOLOGICAL SCIENCES, ENVIRONMENTAL EDUCATION",BENGALI,2013.0,80.4,81.0,567,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.3,9.1,9.1,9.12,9.23,8.969999999999999,
388,389,390,1310903089.0,ECE,M,19,ICSE,ICSE,ST MARY'S HIGER SECONDARY SCHOOL,"PHYSICS ,CHEMISTRY ,MATHS ,BIOLOGY ,ENV.ED. ,COMPUTER APPLICATIONS,SOCIAL STUDIES,ENGLISH,BENGALI",ENGLISH,2011.0,90.8,90.8,627,700,ISC,ISC,ST MARY'S HIGER SECONDARY SCHOOL,PHYSICS CHEMISTRY MATHS BIOLOGY ENGLISH,ENGLISH,2013.0,87.4,87.4,435,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.19,6.97,7.52,8.15,8.54,7.673999999999999,
389,390,391,1310903067.0,ECE,M,22,"INDIAN CERTIFICATE OF SECONDARY EDUCATION EXAMINATION, 2011",COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS (C.I.C.S.E.),"ST. AUGUSTINE'S DAY SCHOOL, BARRACKPORE","ENGLISH, BENGALI, ENVIRONMENTAL EDUCATION, HISTORY, CIVICS AND GEOGRAPHY, MATHEMATICS, SCIENCE and COMPUTER APPLICATIONS",ENGLISH,2011.0,93.2,91.14285714285715,638,700,"ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION, 2013",CENTRAL BOARD OF SECONDARY EDUCATION (C.B.S.E),"BHOLANANDA NATIONAL VIDYALAYA,BARRACKPORE","ENGLISH CORE, MATHEMATICS, PHYSICS, CHEMISTRY and BIOLOGY",ENGLISH,2013.0,86.0,86.0,430,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.59,7.41,8.1,8.38,8.5,7.996,
390,391,392,1310903056.0,ECE,M,21,AISSE,CBSE,MITHILA PUBLIC SCHOOL,"ENGLISH LITERATURE, COMMUNICATION SANSKRIT, MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2010.0,89.3,89.3,446.5,500,AISSCE,CBSE,MITHILA PUBLIC SCHOOL ,"ENGLISH CORE , MATHEMATICS , PHYSICS , CHEMISTRY , PHYSICAL EDUCATION",ENGLISH,2013.0,73.2,73.2,358,500.0,,,,,,,BIHAR,WBJEE,2013.0,2017.0,6.93,6.79,6.83,7.12,6.42,6.818,
391,392,393,1310903063.0,ECE,M,21,SECONDARY SCHOOL EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,KENDRIYA VIDYALAYA FORT WILLIAM,"ENGLISH COMMUNICATION,HINDI COURSE-A,MATHEMATICS,SCIENCE,SOCIAL SCIENCE",ENGLISH,2011.0,95,95,475,500,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,CENTRAL BOARD OF SECONDARY EDUCATION,KENDRIYA VIDYALAYA FORT WILLIAM,"ENGLISH CORE,MATHEMATICS,PHYSICS,CHEMISTRY,BIOLOGY",ENGLISH,2013.0,87.0,87.0,435,500.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,8.81,8.41,9.14,9.12,9.15,8.925999999999998,1.0
392,393,394,1310903058.0,ECE,M,21,MADYAMIK PARIKSHA,WEST BENGAL BOARD OF SECONDARY EDUCATION,NAVA NALANDA HIGH SCHOOL,"1. FL -> BENGALI, 2. SL -> ENGLISH, 3. MATHEMATICS, 4.PHYSICAL SCIENCE , 5. LIFE SCIENCE, 6. HISTORY, 7. GEOGRAPHY",ENGLISH,2011.0,71.6,71.6,573,800,HIGHER SECONDARY,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,NAVA NALANDA HIGH SCHOOL,"BENGALI, ENGLISH, CHEMISTRY, PHYSICS, MATHEMATICS, COMPUTER SCIENCE, ENVIRONMENTAL EDUCATION",ENGLISH,2013.0,67.2,69.1,484,700.0,,,,,,,WEST BENGAL,WBJEE,2013.0,2017.0,7.63,7.93,7.9,7.5,7.65,7.721999999999999,
